,id,author,published_at,updated_at,like_count,sentiment_score,text,labeled_status
174,174,Rapha_Carpio,2022-02-11,2022-02-11,0,-0.13549988,"pro - thank you very much for this i got an issue though i run my project in visual studio i added 7 links to analyze 7 channels instead of 4 and it only shows me 4. and then it shows me all these errors --------------------------------------------------------------------------- indexerror traceback c:\users\utente\appdata\local\programs\python\yt-analysis-project.ipynb cell 14' in module ---- 1 playlist_id channel_data.loc'ken jeep 'playlist_id'].iloc file ~\appdata\local\programs\python\python310\lib\site-packages\pandas\core\indexing.py:967, in _locationindexer.__getitem__ 964 axis self.axis or 0 966 maybe_callable com.apply_if_callable i 967 return self._getitem_axis file ~\appdata\local\programs\python\python310\lib\site-packages\pandas\core\indexing.py:1520, in _ilocindexer._getitem_axis 1517 raise typeerror 1519 validate the location - 1520 self._validate_integer 1522 return self.obj._ixs file ~\appdata\local\programs\python\python310\lib\site-packages\pandas\core\indexing.py:1452, in _ilocindexer._validate_integer 1450 len_axis lend 1451 if key len_axis or key -len_axis: - 1452 raise indexerror indexerror: single positional indexer is out-of-bounds*can you help me please",neutral
175,175,dataneeds2266,2022-02-05,2022-02-05,1,0.90566105,wow amazing,pos
176,176,tharana,2022-01-27,2022-01-27,1,0.78262186,thanks for this informative video how to get all comments with permission using paid and can the above data be stored in the text file in real-time?,pos
177,177,ananyapandey7576,2022-01-24,2022-01-24,0,-0.78164315,"hi taufiq,i'm not able to import google-api-python-client in juster notebook have tried almost everything can you please help",neg
178,178,ImranAhmed-vl5po,2022-01-21,2022-01-21,1,0.9743425,good work tafia thanks for sharing,pos
179,179,attaullaharif4371,2022-01-18,2022-01-18,1,-0.016839921,"i followed step by step instructions , but found 'pageinfo': how to fix it",neutral
180,180,amakae1978,2022-01-15,2022-01-15,0,0.52219397,"hi thoufiq, great job you're doing absolutely love this it'd like to know if you've worked on getting all the channel ids of youtubers based on their location or country idea all channel ids in a country also while working on this project i got errors trying to access the video ids using the playlet ids and i have been unable to go passed that any idea on what the issue might be thanks for your educative content kind regards",pos
181,181,riteshsharma3627,2021-12-25,2021-12-25,1,0.046373047,"hey taufiq, how to prepare/ask these questions while practicing sol with datasets? elaborate in detail in upcoming videos",neutral
182,182,190HITMAN,2021-12-23,2021-12-23,4,0.9815119,"hi thoufiq, excellent video absolutely loved it please keep creating many more project videos can you make a short video on how to visualize data using python as dynamic radar charts",pos
183,183,blueresolve2954,2021-12-22,2021-12-22,1,0.4011555,nice is this achievable with re,neutral
184,184,dakshbhatnagar,2021-12-18,2021-12-18,3,0.8856316,thanks brother this was a bit intricate for me as i have just started out learning python for data analysis but the tricks you have used are new and i am eager to learn and use them and create a new project based off of this information don't worry keep at it you will be bigger than ken see one day just stay consistent,pos
185,185,haneeshabestha5092,2021-12-16,2021-12-16,0,-0.8475005,"hi sir am working on up project rat nw,but unable to execute the codes properly,either we are getting an error or we are not getting output . can you plus help us sir",neg
186,186,srvos,2021-11-23,2021-11-23,2,-0.12385577,"hi thoufiq, great tutorial just getting started here with python one quick question i don't see the yt-env in my juster notebook but did start juster from the yt-env in my terminal any idea on where this went wrong kind regards stepson",neutral
187,187,laurak5196,2021-11-17,2021-11-17,11,0.9883739,"hi thoufiq, this is very impressive ism watching this purely out of curiosity be have not started my python class yet however i would love to see sol project ideas maybe for data cleaning anchor analysis thanks as always for your clear explanations and guidance also very glad to see you're closing in on 15k, friend congratulations in advance",pos
188,188,shivsharma9153,2021-11-12,2021-11-12,1,-0.060704038,amazinnnggggg,neutral
189,189,venkatesanvenki3721,2021-11-05,2021-11-05,0,-0.038778774,hi brow i need presto quarry to retried yesterday date end select * from table name where date_name yesterday please help,neutral
191,191,varalakshmidanda2684,2021-10-19,2021-10-19,1,0.97605747,excellent work and great explanation sir waiting for more of challenging videos,pos
192,192,Anonymous-le2zr,2021-10-17,2021-10-17,2,0.9874941,"one of the best analysis video i have seen so faramazing content , expecting videos on some more projects appreciate your hard work i",pos
193,193,adrianafressato8489,2021-10-15,2021-10-15,1,0.8793874,great class,pos
194,194,LP-ig8tg,2021-10-14,2021-10-14,0,0.24583004,if possible deployment at repositories also be preferred,neutral
195,195,LP-ig8tg,2021-10-14,2021-10-14,0,0.92089903,great tutorial thanks brow also would highly appreciate if you can make similar video on how to grab each viewers data i have been looking for extracting periodical data of viewership subscribers comments likes & dislikes et of each user so as to export it to the googly sheet for rendering the process further any other references or sources to this subject referred shall be highly appreciated,pos
196,196,venugopal-nc3nz,2021-10-14,2021-10-14,2,0.007377945,can we able to find subscriber name of different couture channel,neutral
197,197,lordmelbury7174,2021-10-14,2021-10-14,2,-0.4084745,man don't show your ape key,neutral
198,198,kancherlavenumadhav9360,2021-10-14,2021-10-14,3,0.94287854,really interested in this stuff and fabulous explanation ...also please do videos on data science how to begin from scratch ......,pos
199,199,saurabhgupta-yi3mq,2021-10-13,2021-10-13,1,-0.7619637,"hello , i tried to learn from your video , but i m not able to get the result",neg
200,200,kamalverma6064,2021-10-13,2021-10-13,2,0.9755831,you are so brilliant,pos
201,201,fathimafarahna2633,2021-10-13,2021-10-13,3,0.8458732,fab as always... concise and on fleet keep up,pos
202,202,mohammedshahil4898,2021-10-13,2021-10-13,1,0.919595,was waiting for thisthanks a lot brother for this very helpful video way to go,pos
203,203,sultankhatri7230,2021-10-13,2021-10-13,6,0.97838336,thanks a lot for this video!!! bow liked and of already subscribed.please upload more videos of projects,pos
204,204,mianawais99,2024-06-29,2024-06-29,0,0.9375897,best ever detailed and well explained video on db normalization,pos
205,205,manohar9300,2024-06-26,2024-06-26,0,-0.9274912,what's the use of stratascratch when it's not showing output ? how to know it's cut output ? very bad,neg
206,206,konikiajaybabuchinu867,2024-06-24,2024-06-24,0,0.9817642,its very useful to us and wonderful explanation thank you sir,pos
207,207,ramprasadsomaraju3889,2024-06-23,2024-06-23,0,0.98245883,you are the best,pos
208,208,user-xu2le9dq1c,2024-06-22,2024-06-22,0,0.012102678,mama aga such we,neutral
209,209,taymoorrathore8446,2024-06-20,2024-06-20,0,-0.05759434,can you please explain how to normalize for is normal stage checking if there are any double entries in a table with 1000s of rows and is of columns,neutral
210,210,shekharbhise9295,2024-06-18,2024-06-18,0,0.9720278,excellentloved it,pos
211,211,-TechLearning,2024-06-17,2024-06-17,0,0.9820466,it was really amazing the way you explain the concept is simply awesome i request you to please make video on same concept with a dataset in sol and how we need to do in sol with different queries,pos
212,212,USA_to_Asia_in_2024,2024-06-16,2024-06-16,0,0.9898317,thank you so much for this video.remarkable!,pos
213,213,okpeamaka5279,2024-06-15,2024-06-15,0,0.0886677,please do you mind sharing the dataset you used for this so we can follow along with you,neutral
214,214,sammail96,2024-06-14,2024-06-14,0,0.0138153955,can you share sheet,neutral
215,215,jameskelly3574,2024-06-11,2024-06-11,0,0.9625797,"just ""wow"". i have been struggling to understand normalization for my db class you used a great visual example and i love how you copied the table from 1 form to the next so we could see the process building upon itself as we get to the higher levels of normalization you just earned a sub and like thanks so much",pos
216,216,pranajpatil903,2024-06-10,2024-06-10,0,0.9699135,i have learned sol from different platforms but never understood this concept but for the first time i felt it was so easy thankyou so much sir for such great videos,pos
217,217,fitnessholicmallu3588,2024-06-09,2024-06-09,0,0.970864,thank your sir for this valuable content,pos
218,218,vickysreeramadas6386,2024-06-03,2024-06-03,0,0.8562954,sir an awesome explanation just like one video whole concept of normalization cleared,pos
219,219,bharath8017,2024-05-31,2024-05-31,0,0.8161417,"too good sir,been searching in various other channels for this content but i could not understand anything,but your content and explanation was too good that i can understand by just a single watch",pos
220,220,endalekinfe3391,2024-05-29,2024-05-29,0,0.9838154,that is wonderful explanation thank you so much sir,pos
221,221,shravyatharapatti,2024-05-29,2024-05-29,0,0.7896362,"best way of explaining nf's,first time i understood the concepts clearly",pos
222,222,vijaygupta7066,2024-05-28,2024-05-28,0,0.2951185,till now i read many post articles but unable to understand but from your video i got proper understanding on couture you and admit banal content are like breaking hard problems and explaining in simple manner,neutral
223,223,mohankrishna6042,2024-05-16,2024-05-16,0,0.77043796,good explanation sir,pos
224,224,parthibangopi8393,2024-05-15,2024-05-15,0,0.3248194,i was very confused in this concept and have seen many videos and no one explained the way you explained you are awesome expecting more videos related to sell thank you,neutral
225,225,sandeeppetkar7586,2024-05-13,2024-05-13,0,0.8617298,"its one of the best video to understand the concept of normalization just had one doubt instead of relationships table can we place product_code, customer_id in orders table as foreign key",pos
226,226,hecksonchamutanga1990,2024-05-10,2024-05-10,0,0.95335263,thanks a lot for making me understand,pos
227,227,VaishnaviShinde-hh8sg,2024-05-09,2024-05-09,0,0.98091424,you are the best teacher.your all sol videos are best for learning your explanation throughout the videos is mindblowing. please make more videos on sol,pos
228,228,minithyagraj6692,2024-05-06,2024-05-06,0,0.8626981,very well explained this concept couldn't be made simpler thank you,pos
229,229,user-oy8yw8dr6b,2024-05-03,2024-05-03,0,-0.027313933,hey techtfq! can you please give the link of the dataset you used in this video,neutral
230,230,travelnlearn,2024-05-03,2024-05-03,0,0.964192,amazing video i completely got entire concept in 1 video,pos
231,231,pavanthezen8188,2024-05-02,2024-05-02,0,0.41816157,"very nice video , could you please make a video on one to relationship and one to many relationship and many to many relationship , that topic is still hard to understand for me",neutral
232,232,hafizmoizmoiz6901,2024-05-01,2024-05-01,0,0.95930076,very informative tutorial all my concepts are clear now keep it up,pos
233,233,sumikgajbhiye3727,2024-04-28,2024-04-28,0,-0.11737821,"00:00 normalization is the process of designing a database effectively to avoid data redundancy.05:28 data set is denormalized, all the data is bundled together into a single file or table.10:36 the data set satisfies the first normal form.16:11 the dataset should be split into separate tables based on dependencies.21:24 normalize the database to satisfy the third normal form26:15 the data set has been normalized into third normal form.31:23 in demoralized databases insertion anomalies can occur due to data redundancy.36:14 insertion anomaly can be eliminated by using a normalized database",neutral
234,234,tech_and_embo13,2024-04-23,2024-04-23,0,-0.60249364,i product table u deleted repeated buses and trucks..but is bought by different customers and there is no relationship to bring that data,neg
235,235,tech_and_embo13,2024-04-23,2024-04-23,0,-0.18785672,sir in and u created relationship table and u say that you were aware of data so we know that two orders belongs to same customer u added but in large numbers of data is it possible???,neutral
236,236,Nikhilg-rs7iv,2024-04-23,2024-04-23,0,0.68531924,wasted few days watching videos from other channels completely i recommend this guys channel anything related to sol,pos
237,237,snd1921,2024-04-21,2024-04-21,0,0.9823506,this is an awesome tutorial thank you i have a request i noticed you also mentioned learning about bank in your blog could you please explain that as well,pos
238,238,pulokmahato2416,2024-04-21,2024-04-21,0,0.65690917,superb explanation,pos
239,239,nilanjanmandal7834,2024-04-19,2024-04-19,0,0.861379,great video sir can we get the excel sheet,pos
240,240,user-tz6ds9uj4m,2024-04-19,2024-04-19,0,0.8783598,"you simply nailed . simple and crisp it would be have been nice if you could explain bcnf, and and 5 of your explanation damn good",pos
241,241,sominramchiary5880,2024-04-17,2024-04-17,2,0.9602474,clear and straightforward explanation all concept cleared on normalization thank you so much buddy,pos
242,242,ronn_mtb,2024-04-16,2024-04-16,0,0.9421838,absolutely super-helpful,pos
243,243,moabbas5525,2024-04-12,2024-04-12,0,-0.30321255,in the relationship table the product_code is repeated and i understand why but is that allowed ?,neutral
244,244,Leela-Sri,2024-04-12,2024-04-12,0,0.94566435,"thankyou for this video on normalization it's very effective could you please make a video on remaining normal forms i.e., bcnf, info 5nf???",pos
245,245,ashwiniS-xx5td,2024-03-31,2024-03-31,0,-0.2740666,in and suppose if the data is not unique then wat to do,neutral
246,246,MawandeDlomo,2024-03-29,2024-03-29,0,0.892654,simply the best,pos
247,247,makav3li665,2024-03-26,2024-03-26,1,0.48431283,well curated and properly explained,neutral
248,248,viveksingh524,2024-03-22,2024-03-22,0,0.96625435,finally today i learnt normalization in easy way thanks a lot,pos
249,249,akashchristopher,2024-03-19,2024-03-19,0,0.987604,i love the way of your teaching crystal clear explanation thank you toufiq...,pos
250,250,forheuristiclifeksh7836,2024-03-19,2024-03-19,0,0.044006795,1:00,neutral
251,251,oldskool99,2024-03-15,2024-03-15,0,-0.70597446,how is order id dependant on customer name a single customer could have multiple orders ..? this is confusing me for info also if the tables follow and and customers are in different table then why are we considering the denormalised table for info,neg
252,252,shivashankargopal1678,2024-03-15,2024-03-15,0,-0.024957595,what is name of the dataset you have downloaded from haggle or kindly share the link ?,neutral
253,253,gowravanitha7730,2024-03-10,2024-03-10,0,0.674776,nice explanation pro tqqqq,pos
254,254,jayantsenguptarock,2024-03-03,2024-03-03,0,0.7568778,his can you attach the excel file as well bow superb teaching style,pos
255,255,rishabhgupta655,2024-03-03,2024-03-03,0,-0.10420451,right right right right fa off,neutral
256,256,shakthiyadav,2024-02-24,2024-02-24,0,0.7715379,"wow , thanks",pos
257,257,hsudhdhud,2024-02-23,2024-02-23,1,0.9877215,definitely this is one of the best best best best video from an organization perspective,pos
258,258,sarahliu6891,2024-02-22,2024-02-22,0,0.9801526,super clear orgy you saved me thank you so much,pos
259,259,yegnapage7982,2024-02-19,2024-02-19,0,0.96667564,thanks for such a quality content,pos
260,260,abhishekpunia606,2024-02-17,2024-02-17,0,0.90476525,"mind is officially blown thanks for simplifying normalization in dams with real-world examples you're a rockstar teacher dbmssimplified""",pos
261,261,subratkumarpurohit8686,2024-02-16,2024-02-16,0,0.75546795,awesome explanation how can i download the same excel for future reference ply help,pos
262,262,srinubathina7191,2024-02-15,2024-02-15,1,0.9855747,thank you so much the way of your teaching is excellent sir,pos
263,263,kapilchourasiya3550,2024-02-15,2024-02-15,0,0.051109575,hello sir can you please guide how to spot if the cell contains two values in a cell in 1 of in this video the data was quite small and it was visible but in large data set which function can we us to normalize as per is rule of 1 of,neutral
264,264,jameselechi6209,2024-02-13,2024-02-13,0,0.794832,pro burst my brain you're too good beg i sure after you a you,pos
265,265,vutv5742,2024-02-12,2024-02-12,0,0.9641724,u r great dude,pos
266,266,c-bo3ke,2024-02-12,2024-02-12,0,0.74423194,verrrryyy helpful 3,pos
267,267,sumitnaugain4700,2024-02-10,2024-02-10,0,0.9829195,wow such a great video,pos
268,268,varshagoel5315,2024-02-09,2024-02-09,1,0.9530387,my goddd!!!!! what an easy explanation of such complex subjects great work!!!,pos
269,269,aarizaziz4380,2024-02-04,2024-02-04,0,0.811227,your videos are golden brow thank you for sharing these one quick question thought in the last example when you changed your motorcycle price it was updated in the product table but in excel it was updated relative to the order table or are we trying to say that going forward motorcycles will cost 250? so only the product table will change,pos
270,270,belchchitura5116,2024-02-02,2024-02-02,0,0.9060029,your videos are informative,pos
271,271,user-tl9nh2el7v,2024-01-31,2024-01-31,0,0.97394836,thank you so much for that explanation,pos
272,272,saraheme1296,2024-01-26,2024-01-26,0,0.9630744,"hi thoufiq, thank you for the wonderful lecture please can you leave a link for the data used so we can followup with you",pos
273,273,rohitkadam1982,2024-01-17,2024-01-17,0,0.005684398,how can we do if data set large in and,neutral
274,274,dhanush98b11,2024-01-08,2024-01-08,0,0.9502567,toufiq brow i can say that you are the gem for teaching the sol concepts in the most understandable way ism working as plsql developer from 2 years without knowing anything about normalization thank you bhaji for very informative contents on sol .,pos
275,275,AparajithaSaravanakumar,2024-01-06,2024-01-06,1,-0.04185742,best normalization explanation sirthank you,neutral
276,276,deepkaan,2023-12-16,2023-12-16,0,0.93211824,thanks for making this video i was searching for this type of concept finally i came across your content,pos
277,277,hope6995,2023-12-11,2023-12-11,0,0.9810259,very good video i got the concepts cleared thanks a lot sir,pos
278,278,attilapekkaszabo-iv6tl,2023-12-08,2023-12-08,0,0.9556809,brilliant had this topic way back in unit but your explanation is 100x better great for refreshing my knowledge,pos
279,279,pillslifestylereviews6714,2023-12-05,2023-12-05,0,0.9723199,this was so enlightening,pos
280,280,quintonbart8452,2023-12-05,2023-12-05,0,0.96457154,absolutely brilliant i understood the concept immediately you are an excellent trainer,pos
281,281,user-nw6hp5hs5i,2023-12-04,2023-12-04,0,0.18496977,i request to do some simple project in sell,neutral
282,282,sajinprasad8711,2023-12-03,2023-12-03,0,0.935779,great work pro,pos
283,283,ananyamitra6645,2023-12-01,2023-12-01,0,0.96753776,you are the gem of a teacher thanks,pos
284,284,parthborse8089,2023-11-28,2023-11-28,0,0.9403333,can't thank you enough hardest topic made easy,pos
285,285,josephaliyu1443,2023-11-21,2023-11-21,0,0.9547271,best explanation have seen thank you,pos
286,286,user-rq3vl3mr4o,2023-11-20,2023-11-20,0,0.8670838,very well explained thank you can you please do one video on remaining forms as asked in interview and also make a video with more examples to help practice,pos
287,287,vidyamani444,2023-11-18,2023-11-18,0,0.98402405,thank you for the nice content it was helpful for understand this concept easily,pos
288,288,ajhamaribaari,2023-11-13,2023-11-13,0,-0.004422523,sir please share dataset,neutral
289,289,kaisarahmad9860,2023-11-13,2023-11-13,0,0.97081244,you are fantastic,pos
290,290,user-ck7sv6sm8p,2023-11-06,2023-11-06,0,0.6966233,best out of best......,pos
291,291,user-ey5br3ov4r,2023-10-31,2023-10-31,0,-0.28783113,you may be good but you have to slow down your speech it's so fast and you have such a strong accent it's hard to understand what you're saying,neutral
292,292,greendaywithtrading7408,2023-10-29,2023-10-29,1,0.9808448,you're the best sol trainer you teach the thought process i think normalization is a complex concept but after watching your video i feel it will be easy !!!! thank you very much for making it so easy to understand,pos
293,293,ajaychavan1268,2023-10-29,2023-10-29,0,0.97932655,yeah tfq. i have no words . you are great come up with more complex sol queries . i am regular viewer hence . love you from india,pos
294,294,saikumar-vi2wg,2023-10-24,2023-10-24,0,0.030198984,broke could you please attach the excel so that we can refer it,neutral
295,295,adityaf17,2023-10-22,2023-10-22,0,0.028811231,a full video on how someone should normalize the database,neutral
296,296,aniketjagdale7765,2023-10-20,2023-10-20,0,-0.61224777,i didn't understand the and and also why you have given fa in and and why not in and because in and there is one additional table temp who is not having fa,neg
297,297,capoeiracordoba,2023-10-20,2023-10-20,0,0.8223382,great content do you can to share the excel file ? thanks,pos
298,298,shabanabegum3302,2023-10-13,2023-10-13,0,0.9870813,thank you so much toufiq! it is beautifully explained thoroughly understood,pos
299,299,vishalachary6814,2023-10-12,2023-10-12,0,-0.39404693,what if there are thousands of rows we cant remember like who has purchased twice or thrice i mean its a small set of records we are manually doing it how to perform these tasks with huge data ?,neutral
300,300,user-lm6hm4sf8q,2023-10-11,2023-10-11,0,0.015168548,broom in the explanation of and you have separated the dataset into 3 parts in the third one you said that there is no primary key so we can create a new one called customer id...bro everyone will have different mobile number right so u might take it as a primary key if you want,neutral
301,301,user-ic8dn1xj5w,2023-09-28,2023-09-28,0,0.30230314,really understood concept of database normalization kindly make a similarlvideo regarding remaining normal forms,neutral
302,302,varsharani5601,2023-09-28,2023-09-28,1,0.73227185,i used to think normalization as a complex concept but till the point i reached in video yet i am finding it very simple because of your explaining style thanks,pos
303,303,husseinhadliye2992,2023-09-25,2023-09-25,0,0.67462456,"thanks for the good explanation techtfq, what is the difference between database design and database normalization are they are same ?",pos
304,304,user-im5pw2wl5s,2023-09-23,2023-09-23,0,0.9638183,u r the best sir,pos
305,305,basavaprabhusherikar7737,2023-09-22,2023-09-22,0,0.84932244,i had no idea about what is info info or anything related to it but after watching this video i get the idea now and also why is it good to have different tables and what kind of anomalies we would be facing if not done thanks buddy really a very good tutorial very clear and detailed explanation,pos
306,306,VishalKumar-sc9ep,2023-09-20,2023-09-20,1,0.33584583,hats off sir now my concepts are crystal clear,neutral
307,307,542_jayalaxmi_cse-a2,2023-09-16,2023-09-16,1,0.69749075,nice explanation sir i have just started to learn sol u have cleared the way how to learn in the proper manner,pos
308,308,user-zg8sq2on1c,2023-09-14,2023-09-14,0,0.3380079,i finally understood normalization subscribed,neutral
309,309,suyash7450,2023-09-11,2023-09-11,0,-0.28492278,normalization was topic that used to confuse me very time i saw so much content regarding ifs but getting confused more n more but now after watching up video i am absolutely clear abut it ...,neutral
310,310,PrithamPranamyaReddy,2023-09-09,2023-09-09,0,0.9681303,such a nice way of teaching really the way u r teaching is very well understandable and too full knowledge about subject,pos
311,311,kunalkumar-hl6gv,2023-09-07,2023-09-07,3,0.98795164,this is the best video on internet which talks about this topic so perfectly!!!!!!!!!!!!!!!!!!!!! you forced me to comment!!!!!!!!!!!!!!!!!!!!! you are the best out there !!!,pos
312,312,kagamerichard1778,2023-09-05,2023-09-05,0,0.56838214,thank you can you implement these tables in myself,pos
313,313,deepikasanthanakrishnan3264,2023-08-27,2023-08-27,0,0.9675211,amazed by your explanation thank you very usefully,pos
314,314,rehanazeem5694,2023-08-21,2023-08-21,0,0.1531212,best explained normalization,neutral
315,315,Arif_Sk123,2023-08-21,2023-08-21,0,0.96230304,"keep up the good work , nice explanation it helps",pos
316,316,maixiong2798,2023-08-20,2023-08-20,0,-0.044367522,my question is when lot order table is being populated from many orders does the relationship table populate as well,neutral
317,317,garrettlassalle6544,2023-08-17,2023-08-17,1,0.95211333,thank you for this video after watching it i understand it now you explained it well,pos
318,318,user-zh2oz9fe4m,2023-08-17,2023-08-17,0,0.98413235,great job thanks for this extremely useful video,pos
319,319,snehanair5436,2023-08-15,2023-08-15,0,-0.0136235505,"can you make video of insertion data base in detail , how to change it here which column need to be added in customer or product table",neutral
320,320,theconspiracy6392,2023-08-12,2023-08-12,0,0.021626778,please provide u r contact details,neutral
321,321,AanchalChugh,2023-08-11,2023-08-11,0,-0.015588436,can you please provide the link to the haggle dataset?,neutral
322,322,sher.5027,2023-08-11,2023-08-11,0,0.98631835,very good i loved the video the colored data was helpful to understand keep your data colored it helps and your clear speaking also helps,pos
323,323,MdNisarAhmed-de7vd,2023-08-08,2023-08-08,0,0.8866595,i have read about normalization many times from many different sources but never understood so clearly as i did watching your tutorial thank you!keep teaching us,pos
324,324,harshshah9006,2023-08-05,2023-08-05,0,0.9612353,thank u so much sir,pos
325,325,bananaboydan3642,2023-08-05,2023-08-05,0,0.96780944,this is a masterpiece pro,pos
326,326,anuragshah3433,2023-08-04,2023-08-04,6,-0.31294024,for those who are confused on transitive dependency in info if we just look at the output of info ordered - order number and order number - sales contact first name and order number - sale contact second name hence there is a transitive dependency it was not flagged in and as order id - sales contact first name and order id - sales contact second name hence these are completely dependent on pa as well,neutral
327,327,madhurima8813,2023-08-01,2023-08-01,0,0.7689054,very well explained,pos
328,328,basavapn6487,2023-07-30,2023-07-30,0,-0.023801096,can you please show us the implementation in mealtime in database having data in the tables in demoralized form,neutral
329,329,basavapn6487,2023-07-30,2023-07-30,0,0.9791009,"just awesome as always , appreciate the knowledge share",pos
330,330,sohelshaikh9678,2023-07-27,2023-07-27,0,0.95253855,you are great trainer is reason to follow you sir,pos
331,331,siva5169,2023-07-27,2023-07-27,0,0.0060763136,can you please provide the dataset link,neutral
332,332,rinzi111,2023-07-24,2023-07-24,0,0.034227654,very clearly explained the concept of normalization i was wondering how can the same be implied in there are hundreds of columns you have manually added product code for duplicates in relationships table but how's it possible to update if the data is large that,neutral
333,333,manikantashet5921,2023-07-23,2023-07-23,1,0.9694195,amazing explanation and clarity thank you,pos
334,334,Joshua_t_,2023-07-22,2023-07-22,1,0.9683026,great video working through the example database helps a lot,pos
335,335,mullaipugazhendi3236,2023-07-20,2023-07-20,0,0.9599586,yes the best video to understand normalization thank you very much could you please upload a video on er diagram in details,pos
336,336,user-qx3xz2me3h,2023-07-18,2023-07-18,0,0.98631114,thank you thank you so much for knowledge sharing with us in good understanding manner love your content and your way of explanation too,pos
337,337,anjuaj363,2023-07-17,2023-07-17,0,0.80247235,very well explained sir,pos
338,338,user-dk5cs2sg6v,2023-07-14,2023-07-14,0,0.9353234,very very excellent,pos
339,339,joaofstock,2023-07-13,2023-07-13,0,0.9073384,i have to say that i have made 3 courses with modules about data modeling and schemas and this is the first time that ism recalling understanding how to build an er diagram many thanks for your explanation and all the best,pos
340,340,dannycollins5698,2023-07-12,2023-07-12,1,0.9882067,this was a lot of fun and very helpful you did an excellent job liked and subscribed,pos
341,341,yamunau.yamuna5189,2023-07-02,2023-07-02,0,0.83702046,super explanation thanks bromate one video for indexes topic pro,pos
342,342,Ashokkumar-xf8fn,2023-06-29,2023-06-29,0,0.9620242,very well explained thanks a lot,pos
343,343,esotericwanderer6473,2023-06-24,2023-06-24,0,0.038264796,to,neutral
344,344,pankajdhome,2023-06-22,2023-06-22,0,0.9778106,very well explained thanks a lot for such valuable content,pos
345,345,vignesan4197,2023-06-19,2023-06-19,1,0.9809375,i love your way of explanation and your sol series will give a clear idea about basic to advanced levels of sol skills thanks,pos
346,346,amirtahaehsaei1609,2023-06-15,2023-06-15,0,0.87847865,brief solid and easy to understand thumbs up,pos
347,347,parandama4589,2023-06-14,2023-06-14,0,0.042017933,please share the dataset,neutral
348,348,parandama4589,2023-06-14,2023-06-14,1,0.30754778,your a master of ribs concepts,neutral
349,349,bhaveshbharti9202,2023-06-12,2023-06-12,0,-0.48474708,than tafia,neutral
350,350,david-mc8hc,2023-06-10,2023-06-10,0,0.9530644,bravo very good examples and great/neat presentation i have been struggling with this topic for quite sometime and now i can put it to rest thank you,pos
351,351,iamnoob7593,2023-06-10,2023-06-10,2,0.91722935,"hands down , best video on normalization in entire internet",pos
352,352,rajmittal5394,2023-06-08,2023-06-08,0,0.93375915,"thanks sir , its very informative",pos
353,353,AbdulRehman-nv5xc,2023-06-07,2023-06-07,0,-0.50357115,i think customers table is not in and because there exists a transitive dependency in city and postal code,neg
354,354,AbdulRehman-nv5xc,2023-06-07,2023-06-07,0,0.16523938,can you please share this excel sheet,neutral
355,355,yordanosadigo,2023-06-07,2023-06-07,0,0.77077615,no one explained this like you do....thank you,pos
356,356,abhijitmane9949,2023-06-06,2023-06-06,0,-0.07987842,"about sales , we could have separated sales detail in and of only why need and of i mean employee table",neutral
357,357,utbkpreparation1401,2023-06-04,2023-06-04,0,0.718359,great explanation,pos
358,358,bhaveshbharti4782,2023-06-02,2023-06-02,0,0.9485432,epic thankyou so much,pos
359,359,liberatingpanda7878,2023-06-01,2023-06-01,0,0.32411933,you should be a lecturer....made me understood the concept better than my current prof who took 3 his and i did not understand shut,neutral
360,360,monish2897,2023-05-26,2023-05-26,0,0.5753434,great,pos
361,361,Nivibaa,2023-05-25,2023-05-25,0,0.32214722,good explainhow to normalization flat table text in sol after import text flat file,neutral
362,362,shorakhutte1887,2023-05-24,2023-05-24,0,0.844494,very clearly explained my doubts got clear thanks for providing valuable content,pos
363,363,Mallickbabu,2023-05-24,2023-05-24,0,0.11368759,"you are not a human , you are my sol god",neutral
364,364,ur8946,2023-05-22,2023-05-22,0,0.052810363,hi sir could you plus share the excel sheet which you used in video,neutral
365,365,joshuastates,2023-05-15,2023-05-15,1,0.94101125,great video thoufiq. very clear explanations,pos
366,366,PatrickMuvunyi10,2023-05-13,2023-05-13,1,0.9446377,thanks for making it crystal clear satisfied,pos
367,367,micaelzekarias1537,2023-05-05,2023-05-05,0,0.9805005,up way of explaining things are so interesting keep it up love up way of teaching gnu,pos
368,368,berknoyan7594,2023-05-03,2023-05-03,0,-0.009625539,like xu times thank you man for the last example i think we should keep product price with an update column because it will look incorrect if we look product price later,neutral
369,369,vasuhii2250,2023-05-03,2023-05-03,0,-0.024256073,"please explain hash,saragotekey like advanced concepts",neutral
370,370,naveenjoshi7892,2023-05-02,2023-05-02,0,0.80302507,awesome brother,pos
371,371,omkargurme20,2023-05-01,2023-05-01,0,0.9478759,very well explained sir thank you for the information,pos
372,372,ferdinandwenzl2698,2023-04-27,2023-04-27,0,-0.3064703,38:40 if an entry is deleted from the order table the relationship table must also be updated,neutral
373,373,virenderpatra471,2023-04-25,2023-04-25,0,0.7430433,sir you are doing great job have 2 data type related quarry can u help me with that like suppose my column data is like 'googleone' and second column is 'google-13' what data type can i use in sol for these kind of data,pos
374,374,naidubora2990,2023-04-18,2023-04-18,0,0.8507809,great explanation pro,pos
375,375,katharsheriff6846,2023-04-15,2023-04-15,0,0.9817851,his !... this video is really good and thanks for giving me a sound knowledge of normalization and anomalies,pos
